isocode,country,agroecological_zones,administrative_areas,agricultural_practices,measuredItemCPC,crop,scientific_name,botanical_family,other_names,additional_information,planting_period_onset,,planting_period_end,sowing_planting_rate,sowing_planting_rate_range,sowing_planting_rate_unit,length_of_the_cropping_cycle,harvesting_period_onset,harvesting_period_end,comments,harvesting_month_onset,harvesting_month_end,sowing_month_start,sowing_month_end,,,,
EGY,Egypt,"near by Delta region new reclaimed soils ""NDRNRL""","Khtatba, Sadaat, Wadi ElNetron (Menofia),  Nubaria (Behiara), Salehia (Ismaeilia),","Sandy soil drip, Pivot or sprinkle irrigation method by water from under ground using deep high pressure pumps (almost fertigation are the main fertilization method after planting)  ",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,Second season,25/10,,25/12,,150-200,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"Middle Egypt  new reclaimed land Region ""MENRL""","Giza, Fayoum. Beni Sweaf and El-Minya ",Sandy soil drip irrigation method by water from Nile connected channels using high pressure pumps ,01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,25/10,,30/11,,350-500,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"Near by Delta region old reclaimed soils ""NDRORL""","South Tahrir (Menofia), North and ElBostan Tahrir (Behiara), Gable Asfer (Kalubia),  Abu Kbir (Sharqiea), Kassasein and Abu sultan (Ismaeilia) ",Salty to sandy soil drip or furrow irrigation method by water from Nile connected channels using simple pumps or high pressure pumps ,01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Second season,25/10,,30/11,,350-500,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,North Sinai Region ,North Sinai ,"Sandy soil depend on rain in winter and newly reclaimed near by Suez channel are going to use  the Nile water transmitted under Suez channel, Also drip irrigation method  is used in the east area (Rafah) depending on water from under ground using high pressure pumps ",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,25/10,,30/11,,350-500,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"near by Delta region new reclaimed soils ""NDRNRL""","Khtatba, Sadaat, Wadi ElNetron (Menofia),  Nubaria (Behiara), Salehia (Ismaeilia),","Sandy soil drip, Pivot or sprinkle irrigation method by water from under ground using deep high pressure pumps (almost fertigation are the main fertilization method after planting)  ",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Second season,25/10,,30/11,,350-500,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,25/10,,15/11,,0.3-0.5,kg/ha,80-100 days,20/01,3-May,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,3,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01520,Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,Second season,25/10,,15/12,,"10,000",cuttings/ha,240-270 days,30/06,30/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,7,,,,,,
KEN,Kenya,Lower midland zone 5 (LM5),"Eastern province (Embu, Meru, Machakos, KItui), Rift valley province (W/pokot, Keiyo/Marakwet, Baringo, Samburu, Kajiado), Taita Taveta","Millet, Cowpeas and grams growing fair. Fair sisal farming climatic condition. Livestock grazing at low density. ",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,,25/10,,11-May,,40-120,kg/ha,90-120 days,2-Jan,28/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,2,,,,,,
KEN,Kenya,Lowerland zone 5 (L5),"Coast province, Kitui (IL5), Lower Kitui (IL5), Lower Meru (IL5)",Cassava and cashew nut farming. Marginal climatic condition for cotton and coconut. Large scale sisal farming.,0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Second season,25/10,,11-May,,40-120,kg/ha,90-120 days,2-Jan,28/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,2,,,,,,
MRT,Mauritania,Arid Zone,"Comprises the  wilayas (Regions) of Tiris Zemmour, Adrar, Inchiri and Tagant, the Moughataa of Boumdeïd (Assaba), Tamchakett (Hodh El Gharbi) and Oulata (Hodh Echarghui)","Oasis-type agriculture: date palm dominated with sub stages of fruit trees, cereals (wheat, oat), vegetables (carrot, tomato, cabbage and forage (alfalfa). Sometimes recessional crops are found around oases and behind dams on limono sandy soils.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,25/10,,15/11,,2-Jan,kg/ha,100-120 days,2-Oct,15/03,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
MRT,Mauritania,River Zone,"Comprises the south of 4 wilayas (Regions): Trarza (the Moughataa of Boghé, Bababé and M'Bagne),  Gorgol (the Moughataa of Kaédi and Maghama),  Guidimakha (the Moughataa of Sélibaby)","Agriculture: dominant. Rainfed and subsidence crops: sorghum, millet, maize, cowpea, groundnut, watermelon, etc). Irrigated crops: rice, maize, sorghum, vegetables, fruit trees. Cultural techniques: dominated by manual practices. Riziculture: manual in Upper River (Brakna, Gorgol, Guidimakha), semi mechanized in lower River (Trarza for land preparation and harvesting). Use of herbicides: frequent.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,25/10,,15/11,,2-Jan,kg/ha,100-120 days,2-Oct,15/03,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
MRT,Mauritania,Sahelian Zone,"Comprises 3 wilayas (Regions): Assaba, 2 Hodhs without Moughataa (Divisions), Ould Yengé (Guidimakha), Mbout and Monguel (Gorgol), Aleg and Magta-Lahjar (Brakna), Mederdra and R'Kiz (Trarza).","Rainfed crops and crops grown under dam (sorghum, millet, maize, cowpea). Mixed cropping is common and fertilizer use is rare. Use of animal traction: rare. Use of manure: frequent. Cultural operations: manual. Crop protection: seed treatments with fungicides. Use of improved varieties: rare. Vegetable cropping: developed by women cooperatives.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,25/10,,15/11,,2-Jan,kg/ha,100-120 days,2-Oct,15/03,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
MRT,Mauritania,Arid Zone,"Comprises the  wilayas (Regions) of Tiris Zemmour, Adrar, Inchiri and Tagant, the Moughataa of Boumdeïd (Assaba), Tamchakett (Hodh El Gharbi) and Oulata (Hodh Echarghui)","Oasis-type agriculture: date palm dominated with sub stages of fruit trees, cereals (wheat, oat), vegetables (carrot, tomato, cabbage and forage (alfalfa). Sometimes recessional crops are found around oases and behind dams on limono sandy soils.",01251,Carrot,Daucus carota L.,Apiaceae,,,25/10,,25/11,,8-May,kg/ha,100-110 days,2-Oct,3-Oct,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
MRT,Mauritania,River Zone,"Comprises the south of 4 wilayas (Regions): Trarza (the Moughataa of Boghé, Bababé and M'Bagne),  Gorgol (the Moughataa of Kaédi and Maghama),  Guidimakha (the Moughataa of Sélibaby)","Agriculture: dominant. Rainfed and subsidence crops: sorghum, millet, maize, cowpea, groundnut, watermelon, etc). Irrigated crops: rice, maize, sorghum, vegetables, fruit trees. Cultural techniques: dominated by manual practices. Riziculture: manual in Upper River (Brakna, Gorgol, Guidimakha), semi mechanized in lower River (Trarza for land preparation and harvesting). Use of herbicides: frequent.",01251,Carrot,Daucus carota L.,Apiaceae,,,25/10,,25/11,,8-May,kg/ha,100-110 days,2-Oct,3-Oct,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
MRT,Mauritania,Sahelian Zone,"Comprises 3 wilayas (Regions): Assaba, 2 Hodhs without Moughataa (Divisions), Ould Yengé (Guidimakha), Mbout and Monguel (Gorgol), Aleg and Magta-Lahjar (Brakna), Mederdra and R'Kiz (Trarza).","Rainfed crops and crops grown under dam (sorghum, millet, maize, cowpea). Mixed cropping is common and fertilizer use is rare. Use of animal traction: rare. Use of manure: frequent. Cultural operations: manual. Crop protection: seed treatments with fungicides. Use of improved varieties: rare. Vegetable cropping: developed by women cooperatives.",01251,Carrot,Daucus carota L.,Apiaceae,,,25/10,,25/11,,8-May,kg/ha,100-110 days,2-Oct,3-Oct,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
ZWE,Zimbabwe,Region 02,"Covers most of Mashonaland East, Central and West ","Intensive farming, both crop and livestock production.",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,25/11,,1-May,,"40,000",cuttings/ha,150-160 days,31/05,31/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,5,7,,,,,,
ETH,Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,0114,Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,27/02,,23/05,,8,kg/ha,121-220 days,15/06,30/11,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,11,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,First season,28/02,,15/03,,0.3,kg/ha,75-90 days,5-Jan,30/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,5,6,,,,,,
KEN,Kenya,Upper midland zone 1(UM1),"Nyanza province (Kisii, Kisumu), Western province (Kakamega, Mt Elgon), Eastern province (Embu, Meru) Central province (Kiambu, Nyeri, Muranga, Nyandarua), Rift valley province (Nandi, Kericho)","Tea, coffee and maize farming.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,First season,28/02,,15/03,,0.3,kg/ha,60-90 days,5-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,5,6,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01251,Carrot,Daucus carota L.,Apiaceae,,First season,28/02,,31/03,,5.5,kg/ha,90-120 days,31/05,31/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,5,7,,,,,,
KEN,Kenya,Upper midland zone 4 (UM4),"Western province (Kakamega, Bungoma), Eastern province (Embu, Meru, Machakos, Kitui), Central province (Kiambu, Nyeri, Muranga, Kirinyaga), Rift valley province (Nandi, Kericho, T/Nzoia, Uasin Gishu, W/pokot, Keiyo/Marakwet, Baringo, Nakuru, Narok, Kajiad","Maize and sunflower farming good under unimodal rainfall, but fair under bimodal. Sisal farming in upper zone under large scale.",01703,"Chick peas, dry",Cicer arietinum L.,Fabaceae,Gram,,28/02,,31/03,,30-80,kg/ha,85-100 days,6-Jan,31/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,7,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01701.01,"Common beans, dry",Phaseolus vulgaris L.,Fabaceae,,First season,28/02,,31/03,,40-100,kg/ha,90-150 days,6-Jan,31/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,8,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01219,Kale,Brassica oleracea L.,Brassicaceae,,First season,28/02,,15/03,,0.3,kg/ha,45-60 days,15/04,15/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,8,,,,,,
KEN,Kenya,Upper midland zone 1(UM1),"Nyanza province (Kisii, Kisumu), Western province (Kakamega, Mt Elgon), Eastern province (Embu, Meru) Central province (Kiambu, Nyeri, Muranga, Nyandarua), Rift valley province (Nandi, Kericho)","Tea, coffee and maize farming.",01219,Kale,Brassica oleracea L.,Brassicaceae,,First season,28/02,,15/03,,0.3,kg/ha,45-60 days,15/04,15/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,8,,,,,,
KEN,Kenya,Upper midland zone 3 (UM3),"Western province (Bungoma/Mt. Elgon), Eastern province (Embu, Meru, Machakos), Central province (Kiambu,Nyeri, Muranga, Kirinyaga), Rift valley province (Kericho, T/Nzoia,W/pokot,Baringo,Nakuru, Kajiado), Taita Taveta","Maize farming, rainfed and irrigated coffee farming.",01219,Kale,Brassica oleracea L.,Brassicaceae,,First season,28/02,,15/03,,0.3,kg/ha,45-60 days,15/04,15/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,8,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,0112,Maize (corn),Zea mays L.,Poaceae,Corn,First season,28/02,,31/03,,25,kg/ha,180-270 days,9-Jan,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,12,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,0118,"Millet, finger",Eleusine coracana (L.) Gaertn.,Poaceae,"Millet, ragi",,28/02,,31/03,,3,kg/ha,100-160 days,15/06,31/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,8,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01242,"Pea, green",Pisum sativum L.,Fabaceae,,First season,28/02,,15/03,,80-120,kg/ha,60-90 days,5-Jan,31/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,5,7,,,,,,
KEN,Kenya,Lower midland zone 4 (LM4),"Nyanza province (Siaya, Kisumu), Western province (Busia), Eastern province (Embu, Meru, Machakos, KItui), Central province (Kiambu, Muranga, Kirinyaga), Rift valley province (W/pokot, Keiyo/Marakwet, Baringo, Kajiado), Taita Taveta","Maize, pigeon pea and sisal farming. Marginal cotton farming.",01707,Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,First season,28/02,,15/03,,20-25,kg/ha,120-180 days,7-Jan,30/09,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,7,9,,,,,,
KEN,Kenya,Lower midland zone 2 (LM2),"Nyanza province (Siaya, Kisumu), Western province (Kakamega, Busia, Bungoma), Nandi, Narok.","Sugarcane farming marginal, maize farming.",0141,Soybean,Glycine max (L.) Merr.,Fabaceae,,First season,28/02,,15/03,,60-70,kg/ha,100-130 days,6-Jan,31/07,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,6,7,,,,,,
KEN,Kenya,Upper midland zone 4 (UM4),"Western province (Kakamega, Bungoma), Eastern province (Embu, Meru, Machakos, Kitui), Central province (Kiambu, Nyeri, Muranga, Kirinyaga), Rift valley province (Nandi, Kericho, T/Nzoia, Uasin Gishu, W/pokot, Keiyo/Marakwet, Baringo, Nakuru, Narok, Kajiad","Maize and sunflower farming good under unimodal rainfall, but fair under bimodal. Sisal farming in upper zone under large scale.",0141,Soybean,Glycine max (L.) Merr.,Fabaceae,,,28/02,,15/03,,60-70,kg/ha,130-150 days,7-Jan,31/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,7,8,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,01215,Spinach,Spinacia oleracea L.,Chenopodiaceae,,First season,28/02,,15/03,,0.3,kg/ha,45-60 days,4-Jan,30/04,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,4,,,,,,
